"Species","pa","X","Y","Bio2","Bio3","Bio9","Bio15","Bio18","Bio19"
"Chromolaena odorata",0,91.0125,22.3875,8.18333339691162,42.8446769714355,20.8166656494141,101.462768554688,993,39
"Chromolaena odorata",0,90.8875,25.5708333333333,8.81666660308838,45.6822128295898,15.8999996185303,107.121406555176,3397,49
"Chromolaena odorata",0,90.8791666666667,26.5875,9.81666660308838,48.5973587036133,20.1333332061768,99.7180099487305,1310,38
"Chromolaena odorata",0,91.8541666666667,24.7875,9.70833396911621,46.6746788024902,19.8999996185303,88.0977096557617,1698,55
"Chromolaena odorata",0,90.5541666666667,23.2041666666667,9.00833320617676,43.3092918395996,20.2666664123535,86.4302673339844,784,40
"Chromolaena odorata",0,89.5125,25.7458333333333,9.64166641235352,44.0258750915527,18.9500007629395,101.585716247559,1327,22
"Chromolaena odorata",0,91.8958333333333,23.4958333333333,9.92500019073486,46.1627883911133,19.1000003814697,88.0044097900391,1149,40
"Chromolaena odorata",0,88.8541666666667,23.3375,10.5500001907349,43.0612258911133,19.9166660308838,94.3962936401367,492,34
"Chromolaena odorata",0,90.9041666666667,24.8875,9.35000038146973,45.1690826416016,19.3333339691162,92.9779739379883,1272,30
"Chromolaena odorata",0,91.1541666666667,22.8208333333333,8.48333358764648,43.7285194396973,20.466667175293,100.938888549805,961,35
"Chromolaena odorata",0,88.1458333333333,25.5541666666667,10.5833339691162,42.8475036621094,19.1666660308838,108.694023132324,762,25
"Chromolaena odorata",0,88.8125,26.5458333333333,9.40833377838135,45.8943061828613,20.0666675567627,110.679443359375,2146,30
"Chromolaena odorata",0,91.6875,24.1375,10.5500001907349,45.8695678710938,18.5666675567627,81.6270446777344,1080,42
"Chromolaena odorata",0,92.0958333333333,22.6875,9.06666660308838,46.0236892700195,20.3500003814697,103.853790283203,991,30
"Chromolaena odorata",0,92.7208333333333,21.2125,7.58333301544189,45.6827278137207,18.9500007629395,117.293235778809,1323,39
"Chromolaena odorata",0,89.4041666666667,25.3625,9.75833320617676,43.5639915466309,19.8833332061768,98.2874145507812,1183,27
"Chromolaena odorata",0,89.8625,25.5375,9.66666698455811,44.5468521118164,19.3999996185303,99.1059494018555,1222,21
"Chromolaena odorata",0,92.0125,26.6291666666667,9.44999980926514,46.0975608825684,18.533332824707,90.9598846435547,729,37
"Chromolaena odorata",0,89.0958333333333,25.3625,9.94166660308838,43.6038017272949,19.7666664123535,99.4092864990234,1102,28
"Chromolaena odorata",0,90.6125,24.8541666666667,9.34999942779541,44.7368392944336,19.4500007629395,95.3598709106445,1165,25
"Chromolaena odorata",0,90.1458333333333,22.5708333333333,8.83333396911621,42.2647514343262,20.2666664123535,92.5418853759766,773,50
"Chromolaena odorata",0,88.7791666666667,26.9625,7.89166641235352,44.5856895446777,19.4833335876465,106.347358703613,2960,64
"Chromolaena odorata",0,89.1125,26.4625,9.53333377838135,46.5040626525879,20.1666660308838,109.167236328125,1984,29
"Chromolaena odorata",0,88.1958333333333,24.4291666666667,10.8916673660278,41.730525970459,19.9166660308838,100.997428894043,376,33
"Chromolaena odorata",0,88.4208333333333,26.3125,10.1416664123535,44.8746299743652,19.5666656494141,110.412139892578,1570,23
"Chromolaena odorata",0,89.6708333333333,26.1791666666667,9.65000057220459,46.172248840332,19.8500003814697,107.712501525879,1639,21
"Chromolaena odorata",0,90.9541666666667,25.9541666666667,9.25833320617676,46.5242881774902,18.7000007629395,90.9177703857422,1102,34
"Chromolaena odorata",0,92.4875,26.5791666666667,9.41666698455811,46.3875198364258,18.5,88.3935699462891,711,37
"Chromolaena odorata",0,88.3041666666667,26.7208333333333,9.99166679382324,46.4728698730469,19.4833335876465,112.745109558105,1996,28
"Chromolaena odorata",0,92.8125,25.5625,9.84166622161865,45.9890975952148,16.4833335876465,83.3072738647461,1005,44
"Chromolaena odorata",0,90.9541666666667,25.2875,8.60833358764648,45.307014465332,16.7000007629395,105.086631774902,2826,45
"Chromolaena odorata",0,88.0041666666667,25.7791666666667,10.5249996185303,43.4917373657227,19.2666664123535,110.732116699219,1065,24
"Chromolaena odorata",0,92.9458333333333,20.9625,8.73333358764648,45.7242546081543,22.7333335876465,122.098014831543,1267,24
"Chromolaena odorata",0,90.7041666666667,24.0958333333333,9.53333377838135,43.9324150085449,19.283332824707,88.0763778686523,1184,31
"Chromolaena odorata",0,90.8041666666667,24.2208333333333,9.73333358764648,44.4444427490234,19.2333335876465,88.6358642578125,1213,30
"Chromolaena odorata",0,88.5958333333333,23.1041666666667,10.6749992370605,43.218620300293,20.0499992370605,97.3522186279297,449,32
"Chromolaena odorata",0,92.3875,23.3458333333333,9.89999961853027,46.4788780212402,19.0166664123535,87.0479125976562,1071,38
"Chromolaena odorata",0,88.0708333333333,22.7375,10.0749998092651,43.0555534362793,20.3833332061768,97.8689880371094,386,36
"Chromolaena odorata",0,89.0041666666667,23.5375,10.658332824707,42.6333312988281,19.5666656494141,91.6733627319336,520,36
"Chromolaena odorata",0,89.2375,24.7125,9.85833358764648,42.4928131103516,19.9500007629395,96.2408676147461,939,32
"Chromolaena odorata",0,92.2125,25.0125,10.1166667938232,47.4960899353027,18.716667175293,86.2578506469727,1641,60
"Chromolaena odorata",0,92.8958333333333,24.7208333333333,10.7249994277954,50.1168212890625,19.1333332061768,76.9327087402344,1114,63
"Chromolaena odorata",0,91.2875,24.3208333333333,9.75,44.9308776855469,19.0666656494141,84.8909149169922,1203,36
"Chromolaena odorata",0,90.1875,26.0541666666667,9.30833339691162,46.0808601379395,19.1833343505859,102.271896362305,1227,23
"Chromolaena odorata",0,91.3291666666667,24.6041666666667,9.21666622161865,44.7411041259766,19.1333332061768,86.8740005493164,1246,41
"Chromolaena odorata",0,90.0291666666667,22.4541666666667,8.625,41.6666641235352,20.3833332061768,94.4566802978516,758,52
"Chromolaena odorata",0,89.7208333333333,26.9625,8.11666679382324,41.2013511657715,8.61666679382324,99.9032440185547,1542,75
"Chromolaena odorata",0,88.1708333333333,24.4791666666667,10.8999996185303,41.9230728149414,19.966667175293,100.974136352539,375,32
"Chromolaena odorata",0,92.8541666666667,23.1375,9.19999980926514,47.4226837158203,16.75,89.6855010986328,1211,48
"Chromolaena odorata",0,89.8958333333333,26.8125,8.56666660308838,45.8110504150391,17.7999992370605,107.730094909668,2042,55
"Chromolaena odorata",0,92.9625,26.4125,9.875,45.0913238525391,17.8833332061768,87.3077697753906,963,36
"Chromolaena odorata",0,89.1708333333333,24.9625,9.86666679382324,43.2748527526855,19.9166660308838,97.5160751342773,983,31
"Chromolaena odorata",0,92.5708333333333,25.7541666666667,9.28333377838135,45.0647277832031,15.216667175293,94.4451217651367,1307,33
"Chromolaena odorata",0,89.7291666666667,26.2291666666667,9.85833263397217,46.9444427490234,19.7999992370605,108.048896789551,1639,21
"Chromolaena odorata",0,89.0208333333333,23.9625,10.2166662216187,40.7038536071777,19.0166664123535,92.9539184570312,534,32
"Chromolaena odorata",0,88.5291666666667,22.1291666666667,8.55833339691162,41.3446083068848,20.9166660308838,100.839363098145,443,43
"Chromolaena odorata",0,91.7541666666667,26.5875,9.58333301544189,46.5210380554199,18.3500003814697,94.3160018920898,804,38
"Chromolaena odorata",0,91.0708333333333,23.2125,8.75,44.6428527832031,20.3166656494141,93.1758422851562,1260,33
"Chromolaena odorata",0,88.5291666666667,26.4791666666667,9.90833282470703,45.4510688781738,19.7333335876465,111.549224853516,1893,26
"Chromolaena odorata",0,89.5625,22.6791666666667,9.11666679382324,42.206787109375,20.7000007629395,90.3024597167969,609,53
"Chromolaena odorata",0,90.0791666666667,25.5375,9.50833320617676,44.4314651489258,19.25,99.7533416748047,1613,21
"Chromolaena odorata",0,88.5375,24.4625,10.6166667938232,42.6372146606445,19.8999996185303,99.8317642211914,422,32
"Chromolaena odorata",0,88.9375,26.4708333333333,9.53333377838135,46.0547523498535,20.0166664123535,109.828765869141,2030,28
"Chromolaena odorata",0,92.3541666666667,22.0541666666667,8.73333358764648,45.4861145019531,20.3500003814697,111.088935852051,1100,34
"Chromolaena odorata",0,91.1791666666667,22.7625,8.82499980926514,43.9054718017578,20.5666656494141,100.791320800781,962,36
"Chromolaena odorata",0,91.3125,25.8875,8.875,45.5128173828125,17.9500007629395,90.2432327270508,1207,37
"Chromolaena odorata",0,89.2958333333333,24.0958333333333,10.2333335876465,41.2634391784668,18.8500003814697,89.8346710205078,555,34
"Chromolaena odorata",0,90.7458333333333,25.0041666666667,9.27499961853027,45.4656867980957,19.5,94.8526000976562,1233,26
"Chromolaena odorata",0,90.2791666666667,22.3125,8.73333358764648,42.190013885498,20.4833335876465,97.973991394043,859,50
"Chromolaena odorata",0,89.3541666666667,22.0958333333333,8.13333320617676,41.0774421691895,20.6499996185303,97.5655899047852,572,52
"Chromolaena odorata",0,88.0458333333333,25.0541666666667,10.7416667938232,41.7963676452637,18.3666667938232,108.100318908691,623,26
"Chromolaena odorata",0,90.6958333333333,22.2791666666667,8.08333301544189,42.1006889343262,20.533332824707,100.182914733887,965,43
"Chromolaena odorata",0,89.8375,22.4625,8.74999904632568,42.0673065185547,20.6333332061768,93.3929901123047,694,54
"Chromolaena odorata",0,89.1958333333333,22.6875,9.19999980926514,42.2018394470215,21.2666664123535,91.1607131958008,529,53
"Chromolaena odorata",0,89.0375,23.3541666666667,10.6416664123535,42.9099464416504,19.7333335876465,90.8632354736328,525,40
"Chromolaena odorata",0,88.0125,23.2875,10.9583330154419,43.6586952209473,20.6000003814697,100.436111450195,352,35
"Chromolaena odorata",0,89.2375,24.2208333333333,10.1499996185303,41.0931205749512,18.783332824707,91.938606262207,552,32
"Chromolaena odorata",0,92.6125,24.2875,9.96666622161865,47.460319519043,18.4833335876465,77.0363845825195,970,58
"Chromolaena odorata",0,88.9291666666667,23.6708333333333,10.7083330154419,42.3254280090332,19.3666667938232,93.5708694458008,510,32
"Chromolaena odorata",0,92.9458333333333,25.7291666666667,10.7333326339722,46.4646453857422,17.3333339691162,77.4827270507812,744,46
"Chromolaena odorata",0,92.8458333333333,20.9958333333333,7.96666717529297,45.0094223022461,22.216667175293,122.115951538086,1326,26
"Chromolaena odorata",0,90.7458333333333,26.7875,8.60000038146973,45.7446823120117,18.9333343505859,104.344131469727,2083,51
"Chromolaena odorata",0,89.7125,23.7958333333333,9.60833358764648,41.2374839782715,19.3333339691162,84.661506652832,639,41
"Chromolaena odorata",0,92.1791666666667,24.3375,10.3999996185303,47.488582611084,18.75,80.0581130981445,1226,55
"Chromolaena odorata",0,91.2875,24.9625,8.94999980926514,44.75,19.1499996185303,90.9495391845703,1478,38
"Chromolaena odorata",0,88.3125,24.5625,10.7083339691162,42.4933853149414,19.7999992370605,99.4411926269531,395,32
"Chromolaena odorata",0,88.2125,21.9041666666667,7.99166631698608,40.3619499206543,21.033332824707,102.435409545898,406,40
"Chromolaena odorata",0,89.2875,26.0958333333333,9.89166641235352,45.1674270629883,19.7000007629395,106.84895324707,1558,23
"Chromolaena odorata",0,89.1125,25.4625,10.1083335876465,43.7590179443359,19.716667175293,99.8718795776367,1144,27
"Chromolaena odorata",0,90.7291666666667,25.3541666666667,8.44999980926514,44.4736824035645,17.1333332061768,104.975074768066,2595,39
"Chromolaena odorata",0,90.5625,21.9208333333333,8.06666660308838,42.0138893127441,20.8833332061768,102.962310791016,946,47
"Chromolaena odorata",0,92.6625,24.7375,10.341667175293,49.2460327148438,18.9333324432373,78.485954284668,1118,66
"Chromolaena odorata",0,92.2708333333333,23.7875,9.59166717529297,47.7197380065918,17.8333339691162,83.372184753418,1417,52
"Chromolaena odorata",0,90.3875,25.6125,8.54166603088379,44.4878425598145,16.6166667938232,106.897506713867,3193,40
"Chromolaena odorata",0,90.5625,24.1541666666667,9.44999980926514,42.9545440673828,19.2333335876465,88.4079513549805,1153,31
"Chromolaena odorata",0,91.8875,24.8791666666667,9.69166660308838,46.8196449279785,19.8999996185303,89.0608291625977,1817,56
"Chromolaena odorata",0,92.8458333333333,24.9208333333333,10.5583333969116,49.3380088806152,18.716667175293,77.6728897094727,982,62
"Chromolaena odorata",0,90.7291666666667,23.3958333333333,9.03333282470703,44.4991836547852,20.2000007629395,88.4320526123047,1164,36
"Chromolaena odorata",0,88.1125,25.1708333333333,10.6999998092651,41.9607887268066,18.3666667938232,108.210220336914,660,26
"Chromolaena odorata",0,89.2125,22.2708333333333,8.0583324432373,41.1139450073242,21.1333332061768,95.5238571166992,535,54
"Chromolaena odorata",0,90.2458333333333,26.8875,8.82499980926514,46.6931228637695,18.7000007629395,109.939178466797,1929,49
"Chromolaena odorata",0,89.9958333333333,25.1125,9.36666679382324,44.1823883056641,19.6333332061768,96.1467590332031,1102,25
"Chromolaena odorata",0,88.7458333333333,23.7208333333333,10.8250007629395,42.1206207275391,19.3666667938232,97.1156921386719,477,30
"Chromolaena odorata",0,92.1541666666667,23.3291666666667,9.94999980926514,46.7136192321777,19.4333324432373,88.7737350463867,1097,36
"Chromolaena odorata",0,90.1541666666667,25.1541666666667,9.56666660308838,44.7040481567383,19.6166667938232,96.7894668579102,1306,23
"Chromolaena odorata",0,91.5458333333333,22.4791666666667,8.59166622161865,45.2192993164062,21.1833324432373,103.659713745117,988,34
"Chromolaena odorata",0,91.9291666666667,21.8625,8.27499961853027,45.4670295715332,21.5166664123535,111.237274169922,1119,37
"Chromolaena odorata",0,88.8291666666667,23.7458333333333,10.8999996185303,42.2480621337891,19.25,95.5794677734375,494,31
"Chromolaena odorata",0,92.0791666666667,25.6875,9.05833339691162,45.981388092041,13.9833335876465,104.049362182617,2332,38
"Chromolaena odorata",0,92.1875,24.5125,10.2749996185303,47.7906951904297,18.6666660308838,81.6558074951172,1217,59
"Chromolaena odorata",0,90.8625,25.2458333333333,8.53333377838135,45.1499137878418,17.2333335876465,104.622169494629,2696,42
"Chromolaena odorata",0,92.9791666666667,23.7208333333333,9.39166641235352,49.4298248291016,15.7666664123535,78.1574325561523,867,50
"Chromolaena odorata",0,88.6625,25.7125,10.1750001907349,43.6695251464844,19.3833332061768,104.461967468262,1153,25
"Chromolaena odorata",0,92.3208333333333,23.3791666666667,9.75833415985107,46.6905937194824,19.0166664123535,86.8341979980469,1101,39
"Chromolaena odorata",0,88.5791666666667,22.5958333333333,9.41666698455811,42.6093521118164,20.4166660308838,96.7595977783203,451,43
"Chromolaena odorata",0,91.6375,24.3041666666667,10.591667175293,46.050724029541,18.6666679382324,82.6165161132812,1153,43
"Chromolaena odorata",0,91.5791666666667,25.9541666666667,8.60000038146973,45.0261764526367,16.283332824707,100.444694519043,2007,45
"Chromolaena odorata",0,92.8791666666667,20.9791666666667,8.14166641235352,45.2314834594727,22.283332824707,122.067359924316,1314,26
"Chromolaena odorata",0,88.8875,26.7625,9.10833358764648,46.4710884094238,20.216667175293,109.442176818848,2454,40
"Chromolaena odorata",0,92.3541666666667,24.1125,10.1999998092651,47.2222213745117,18.4499988555908,78.6051635742188,1119,52
"Chromolaena odorata",0,90.1791666666667,26.7041666666667,9.52499961853027,48.1060600280762,20.0499992370605,106.953407287598,1663,34
"Chromolaena odorata",0,92.8208333333333,23.2375,9.26666641235352,47.2789115905762,17.1000003814697,87.9450607299805,1136,45
"Chromolaena odorata",0,92.9541666666667,22.9291666666667,9.29999923706055,46.7336692810059,17.2999992370605,93.3732833862305,884,42
"Chromolaena odorata",0,89.7791666666667,22.0541666666667,8.02499961853027,40.7360420227051,20.3666667938232,98.8132476806641,705,54
"Chromolaena odorata",0,89.0375,23.8041666666667,10.4833335876465,42.1017417907715,19.2000007629395,91.8099517822266,529,33
"Chromolaena odorata",0,88.5541666666667,26.2041666666667,9.84999942779541,44.5701332092285,19.5833339691162,109.160484313965,1557,25
"Chromolaena odorata",0,89.9041666666667,24.3958333333333,9.49166679382324,42.1851806640625,19.1000003814697,91.5841827392578,969,32
"Chromolaena odorata",0,91.3041666666667,22.9041666666667,8.89999961853027,44.7236175537109,20.3999996185303,99.7502670288086,949,34
"Chromolaena odorata",0,92.8791666666667,23.2708333333333,9.10833358764648,48.7076644897461,15.3500003814697,85.8585357666016,1156,56
"Chromolaena odorata",0,88.3791666666667,26.9875,8.19999980926514,42.9319381713867,17.3999996185303,108.37589263916,2383,52
"Chromolaena odorata",0,90.2125,25.5375,8.72500038146973,43.6249961853027,18.5,102.51335144043,2245,27
"Chromolaena odorata",0,88.0291666666667,22.4708333333333,9.36666679382324,41.8154754638672,20.5666675567627,98.2377395629883,392,36
"Chromolaena odorata",0,89.5125,24.6041666666667,9.75833320617676,42.4275360107422,20.033332824707,94.3069305419922,948,33
"Chromolaena odorata",0,89.8375,24.4708333333333,9.625,42.214916229248,20.1333332061768,92.3684310913086,959,32
"Chromolaena odorata",0,89.2708333333333,22.1791666666667,8.11666679382324,41.2013511657715,20.783332824707,96.8127670288086,552,53
"Chromolaena odorata",0,88.6791666666667,22.5625,8.59166717529297,41.108455657959,20.7333335876465,95.1810455322266,449,45
"Chromolaena odorata",0,88.3375,24.1791666666667,10.908332824707,42.2803611755371,20.0166664123535,101.794105529785,389,31
"Chromolaena odorata",0,89.3541666666667,22.5875,8.35833358764648,40.9722213745117,20.783332824707,91.0313491821289,558,55
"Chromolaena odorata",0,89.1125,22.0541666666667,7.99166679382324,40.773811340332,20.6666660308838,98.2669219970703,517,51
"Chromolaena odorata",0,91.0125,26.2541666666667,9.30833339691162,46.5416641235352,18.9500007629395,91.7526550292969,881,33
"Chromolaena odorata",0,89.1291666666667,23.8625,10.4916667938232,41.7994689941406,19.1166667938232,90.2490692138672,542,34
"Chromolaena odorata",0,92.9041666666667,26.0708333333333,10.5333337783813,46.6076698303223,18.1833343505859,84.2699890136719,803,36
"Chromolaena odorata",0,88.4791666666667,24.4458333333333,10.7583332061768,42.8618812561035,19.966667175293,99.612419128418,415,32
"Chromolaena odorata",0,89.9208333333333,22.2875,8.69166660308838,41.7868576049805,20.533332824707,96.7475280761719,741,53
"Chromolaena odorata",0,90.7291666666667,24.3125,9.54999923706055,44.2129592895508,19.2666664123535,89.7720794677734,1221,29
"Chromolaena odorata",0,92.0041666666667,26.0958333333333,9.25833320617676,45.3839874267578,17.4500007629395,92.2190628051758,1054,29
"Chromolaena odorata",0,89.9208333333333,25.4125,9.61666679382324,43.9117164611816,19.1166667938232,98.5039520263672,1443,22
"Chromolaena odorata",0,89.6208333333333,25.4791666666667,9.72500038146973,44.004524230957,19.3333339691162,98.7720031738281,1311,23
"Chromolaena odorata",0,89.4875,25.0625,9.625,43.3558578491211,20.1666679382324,96.9577865600586,1090,29
"Chromolaena odorata",0,88.7208333333333,25.1541666666667,10.3249998092651,43.2008361816406,19.5666656494141,101.424392700195,968,29
"Chromolaena odorata",0,91.2375,26.0958333333333,9.46666717529297,46.6338272094727,18.7666664123535,86.6468200683594,918,35
"Chromolaena odorata",0,88.1458333333333,25.4791666666667,10.5833330154419,42.8475036621094,19.1833324432373,108.757217407227,739,25
"Chromolaena odorata",0,89.1291666666667,25.0208333333333,9.89166641235352,43.575626373291,19.8999996185303,98.0660781860352,990,30
"Chromolaena odorata",0,91.4208333333333,24.4375,9.75,45.7746505737305,19.1166667938232,84.3931732177734,1085,42
"Chromolaena odorata",0,90.5125,22.4541666666667,8.77499961853027,42.3913078308105,20.3833332061768,96.9257583618164,906,44
"Chromolaena odorata",0,91.7208333333333,22.6458333333333,8.94166660308838,46.0910606384277,20.533332824707,102.880958557129,981,31
"Chromolaena odorata",0,90.7375,26.2458333333333,9.20833301544189,47.2222213745117,19.1833324432373,99.4336013793945,1182,31
"Chromolaena odorata",0,88.5375,26.4458333333333,9.89999961853027,45.4128456115723,19.7333335876465,111.243171691895,1848,26
"Chromolaena odorata",0,88.1958333333333,22.5958333333333,9.75,42.5764198303223,20.3333339691162,98.5427398681641,411,38
"Chromolaena odorata",0,90.8625,26.1375,9.60833358764648,48.773265838623,19.25,95.7775421142578,1041,32
"Chromolaena odorata",0,91.5541666666667,26.3458333333333,9.34166717529297,45.7924842834473,19.3999996185303,92.5798492431641,734,35
"Chromolaena odorata",0,90.4708333333333,22.3375,8.81666660308838,42.5925941467285,20.533332824707,98.5397338867188,914,46
"Chromolaena odorata",0,91.8708333333333,26.0125,9.05833339691162,45.0663375854492,16.8833332061768,95.1000061035156,1329,34
"Chromolaena odorata",0,89.8125,25.7041666666667,9.45833301544189,43.9922485351562,19.2666664123535,100.738502502441,1282,21
"Chromolaena odorata",0,88.5541666666667,26.3541666666667,9.875,44.886360168457,19.7000007629395,110.47371673584,1735,25
"Chromolaena odorata",0,91.9208333333333,23.7458333333333,10.0916662216187,46.292049407959,18.5166664123535,84.2648773193359,1194,47
"Chromolaena odorata",0,88.1541666666667,24.1791666666667,11.1000003814697,43.0232543945312,20.216667175293,106.644104003906,353,31
"Chromolaena odorata",0,91.4125,22.7958333333333,8.97499942779541,45.1005020141602,20.75,99.9744186401367,944,34
"Chromolaena odorata",0,89.1875,24.1875,10.0916662216187,41.1904792785645,18.8166656494141,92.2576522827148,549,32
"Chromolaena odorata",0,88.3958333333333,22.2875,8.875,41.6666679382324,20.5666656494141,100.667442321777,440,42
"Chromolaena odorata",0,88.5625,25.6791666666667,10.3833332061768,43.8115348815918,19.3500003814697,105.137313842773,1107,24
"Chromolaena odorata",0,88.6791666666667,22.5708333333333,8.53333377838135,41.0256385803223,20.716667175293,94.9853134155273,448,45
"Chromolaena odorata",0,92.8791666666667,22.9958333333333,9.14999961853027,46.9230766296387,17.1166667938232,92.4223556518555,922,46
"Chromolaena odorata",0,90.1041666666667,25.2958333333333,9.34166717529297,44.0644645690918,18.8833332061768,99.6322784423828,1498,25
"Chromolaena odorata",0,88.9541666666667,26.9375,7.98333358764648,45.6190490722656,19.7333335876465,103.764686584473,2843,70
"Chromolaena odorata",0,90.5208333333333,24.1125,9.45833301544189,42.7978897094727,19.216667175293,87.9394760131836,1138,32
"Chromolaena odorata",0,89.8791666666667,23.8375,9.83333301544189,42.2031440734863,19.3166656494141,84.7954254150391,936,41
"Chromolaena odorata",0,90.9375,23.3625,9.04166698455811,44.5402297973633,20.0833339691162,90.916389465332,1230,33
"Chromolaena odorata",0,89.8541666666667,23.6041666666667,9.58333301544189,42.0321617126465,19.5166664123535,83.9087371826172,712,45
"Chromolaena odorata",0,91.2208333333333,25.0125,8.79166698455811,44.1792297363281,19.1499996185303,91.5065689086914,1438,35
"Chromolaena odorata",0,89.3958333333333,24.0708333333333,10.0416669845581,41.1543731689453,19.0166664123535,88.7126235961914,561,35
"Chromolaena odorata",0,88.7791666666667,24.9041666666667,10.2583332061768,42.9218978881836,19.6666660308838,99.3572311401367,751,30
"Chromolaena odorata",0,89.6625,23.3625,9.95000076293945,42.3404235839844,19.7000007629395,85.09521484375,671,48
"Chromolaena odorata",0,92.1041666666667,21.9041666666667,8.53333377838135,46.1261253356934,20.7333335876465,112.5234375,1166,38
"Chromolaena odorata",0,91.6541666666667,25.0875,9.95833301544189,47.1958885192871,19.75,91.1116485595703,1726,46
"Chromolaena odorata",0,88.3708333333333,24.0708333333333,11.0583333969116,42.3690948486328,20.1166667938232,103.060119628906,392,30
"Chromolaena odorata",0,89.4958333333333,24.3208333333333,9.77500057220459,41.9527893066406,19.8500003814697,91.0050582885742,880,34
"Chromolaena odorata",0,89.9458333333333,24.4458333333333,9.47500038146973,42.4887886047363,19.1499996185303,91.8771286010742,991,32
"Chromolaena odorata",0,91.6458333333333,23.3875,9.65833377838135,45.7740898132324,19.1666660308838,91.2796020507812,1228,37
"Chromolaena odorata",0,88.4375,25.5625,10.591667175293,43.0555572509766,19.3333339691162,105.927421569824,1022,25
"Chromolaena odorata",0,90.7625,25.9958333333333,9.5,47.5,19.033332824707,98.788948059082,1476,30
"Chromolaena odorata",0,90.9875,26.2208333333333,9.10833358764648,46.709400177002,18.9166660308838,91.8658142089844,878,33
"Chromolaena odorata",0,89.6625,24.5375,9.55000019073486,41.5217399597168,20.0833339691162,93.4898986816406,945,32
"Chromolaena odorata",0,88.2958333333333,23.6041666666667,11.2416667938232,43.2371788024902,19.783332824707,104.187072753906,376,29
"Chromolaena odorata",0,88.0125,25.2208333333333,10.5916662216187,42.5368118286133,18.3999996185303,109.921852111816,649,26
"Chromolaena odorata",0,89.6541666666667,22.8958333333333,9.19166660308838,42.35791015625,20.5499992370605,88.6031265258789,644,51
"Chromolaena odorata",0,90.3041666666667,26.9875,7.24166679382324,38.7254905700684,10.5,100.317764282227,1206,56
"Chromolaena odorata",0,92.4125,25.9791666666667,9.45833301544189,45.6924285888672,15.8666667938232,97.4083251953125,1259,29
"Chromolaena odorata",0,90.5541666666667,26.7708333333333,9.69999980926514,48.7437210083008,20.283332824707,105.539009094238,1922,42
"Chromolaena odorata",0,91.1708333333333,25.5125,8.09166622161865,45.2048416137695,12.5833330154419,112.352905273438,4989,75
"Chromolaena odorata",0,89.3125,22.2625,8.04166698455811,41.2393188476562,21.0666656494141,95.3664932250977,557,55
"Chromolaena odorata",0,88.6291666666667,22.8625,10.2166662216187,43.1082992553711,20.1333332061768,96.3902435302734,464,39
"Chromolaena odorata",0,90.7291666666667,24.7458333333333,9.46666622161865,44.8657188415527,19.3666667938232,93.7643051147461,1361,27
"Chromolaena odorata",0,90.2291666666667,26.2541666666667,9.54166603088379,47.7083320617676,19.3166656494141,103.802131652832,1352,25
"Chromolaena odorata",0,89.6458333333333,26.1458333333333,9.50833320617676,45.7131385803223,19.7000007629395,107.385444641113,1626,21
"Chromolaena odorata",0,90.3458333333333,23.0625,9.23333263397217,42.7469139099121,20.0666656494141,85.9026336669922,760,44
"Chromolaena odorata",0,89.9291666666667,25.6625,9.51666641235352,44.8899383544922,19.4166660308838,99.9963989257812,1239,20
"Chromolaena odorata",0,91.1625,25.4875,8.17500019073486,45.6703910827637,13.1500005722046,112.594337463379,5082,71
"Chromolaena odorata",0,92.9875,26.7458333333333,9.93333339691162,44.947208404541,18.2000007629395,88.4985046386719,1185,48
"Chromolaena odorata",0,90.6208333333333,23.9708333333333,9.30000019073486,43.2558135986328,19.4500007629395,86.8615341186523,1147,33
"Chromolaena odorata",0,89.0791666666667,22.2375,8.53333282470703,41.6260147094727,21.0666656494141,96.6293182373047,514,52
"Chromolaena odorata",0,89.5041666666667,23.7958333333333,10.091667175293,41.7011032104492,19.2333335876465,86.1506805419922,605,39
"Chromolaena odorata",0,92.6125,26.0125,10.125,46.4449501037598,18.0499992370605,90.7380905151367,899,26
"Chromolaena odorata",0,89.2625,22.9291666666667,9.55000019073486,42.4444427490234,21.0666656494141,89.7852478027344,558,51
"Chromolaena odorata",0,92.3291666666667,25.8041666666667,9.05000019073486,44.8019790649414,14.9833335876465,98.9478530883789,1567,32
"Chromolaena odorata",0,88.5708333333333,22.4625,9.45833301544189,42.6051025390625,20.5,98.3814239501953,456,44
"Chromolaena odorata",0,91.5041666666667,24.4041666666667,10,45.8715591430664,19,83.7019958496094,1046,43
"Chromolaena odorata",0,92.3958333333333,21.6375,8.45833396911621,45.7207183837891,20.466667175293,115.357261657715,1232,35
"Chromolaena odorata",0,88.1375,23.6458333333333,10.9666662216187,43.3465118408203,20.6333332061768,107.609169006348,351,29
"Chromolaena odorata",0,89.8208333333333,22.8125,8.85000038146973,42.1428565979004,20.5666656494141,88.8910751342773,674,51
"Chromolaena odorata",0,89.6625,23.3291666666667,9.98333358764648,42.3022613525391,19.7333335876465,85.2059478759766,670,48
"Chromolaena odorata",0,91.8958333333333,22.9458333333333,9.6916675567627,46.3716125488281,20.0833339691162,97.7420501708984,911,28
"Chromolaena odorata",0,89.5875,22.5208333333333,8.47500038146973,41.3414649963379,20.8833332061768,92.040901184082,620,55
"Chromolaena odorata",0,90.3041666666667,26.0708333333333,9.51666641235352,47.1122131347656,19.4500007629395,101.674247741699,1200,24
